availability,brand,condition,description,google_product_category,id,image_link,link,price,title
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/df/series/85_RedWhiteandBlue.jpg Red White and Blue ",new,"This slow-burning story of a promiscuous woman builds to an brutally shocking climax. Erica spends her nights trawling the bars and beds of Austin. Damaged, emotionally withdrawn, sleeping with multiple men is just what she does until she meets Nate who has an honorable discharge from Iraq. Despite his quiet air of danger, Nate's the only guy who doesn't seem to want to get her into bed right away and the two form a hesitant bond. But one of Erica's casual sexual encounters is about to bite back in a big way. Controversial, squirm-inducing and very nasty...",839,85,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/df/series/85_RedWhiteandBlue.jpg","https://s3.amazonaws.com/amcxcoutput/A_C/shudder/RedWhiteandBlue_tlr_85_SD_2ch.mp4","4.99 USD","Red White and Blue"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/88_Rites_of_Spring_masthead.jpg Rites of Spring ",new,"A group of kidnappers realize their hideout is a hunting ground for a hungry creature in this blending of hostage horror and monster movie. After kidnapping his ex-boss�� daughter, Ben and his co-horts retreat and await the ransom payment. But when a girl bursts in and claims she��s been attacked by a savage being, they��ve got to put the plan on hold if they want to make it out alive. Unpredictable and fast-paced, RITES OF SPRING is a gruesome genre experiment that proves once and for all that crime does not pay.",839,88,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/88_Rites_of_Spring_masthead.jpg",,"4.99 USD","Rites of Spring"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_89_Room237_Thumbnail.jpg Room 237 ",new,"Five fans of THE SHINING explain their bizarre theories about the film's true meaning in this must-see doc about the passion Stanley Kubrick's classic horror film inspires in viewers. One fan thinks the film is about the slaughter of Native Americans, while another thinks it's about the supposedly faked Apollo 11 moon landing. But whether you agree with their outlandish conjectures (and no contradictory historical evidence is included) or not is less the point than the power cinematic creations have to lodge themselves in our brain and never let go.",839,89,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_89_Room237_Thumbnail.jpg",,"4.99 USD","Room 237"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/91_Saint_masthead.jpg Saint ",new,"In this chilling Christmas tale, Jolly Old Saint Nick is actually a bloodthirsty zombie priest who, whenever there��s a full moon in December, will try to slaughter as many children and adults as possible. Turning the ���sinterklaas�� legend into something truly horrifying, criminally neglected Dutch director Dick Maas (AMSTERDAMNED) delivers a petrifying present for naughty boys and girls. In the Netherlands, SAINT was greeted with the same outrage SILENT NIGHT, DEADLY NIGHT received in America, but horror fans with a twisted taste level ate it up like candy. ",839,91,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/91_Saint_masthead.jpg",,"4.99 USD",Saint
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/df/series/92_SantaSangre_masthead.jpg Santa Sangre ",new,"An armless woman drives her son to kill in Alejandro Jodorowsky's surreal shocker. As a boy, Fenix saw his father cut off his mother's arms, and the resulting trauma sent him to a mental hospital. When mom visits him years later, he escapes, but soon must satisfy her thirst for santa sangre (""holy blood""). Nearly 20 years after he first freaked out filmgoers with the trippy EL TOPO and THE HOLY MOUNTAIN, Jodorowsky returned with this visually stunning film filled with references to classic horror films like THE UNKNOWN, PSYCHO, and EYES WITHOUT A FACE.",839,92,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/df/series/92_SantaSangre_masthead.jpg",,"4.99 USD","Santa Sangre"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/df/series/93_Sauna_masthead.jpg Sauna ",new,"A crime comes back to haunt two men when they arrive in a strange Finnish village in this horror film set in the year 1595. A brutal war has just ended and brothers Knut and Erik are part of a team marking the border between Finland and Russia. But when they commit a terrible sin, leaving a girl to die a horrible death, they find her ghost haunts them as they make their way through the country. Finally they come across a village with a sauna where all sins are supposedly washed away. Seeking forgiveness, the brothers step in - and that's when things get ugly. (In Finnish and Russian with English Subtitles)",839,93,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/df/series/93_Sauna_masthead.jpg",,"4.99 USD",Sauna
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/df/series/97_Shutter_masthead.jpg Shutter ",new,"A couple must pay the ultimate price after running a mysterious man off the road in this terrifying Thai horror film. Fleeing the scene of the crime, they return to their lives in Bangkok, but soon discover things have changed. Nightmares haunt Jane's dreams while Tun, a photographer, begins to see odd spectral figures at work. Returning to investigate the site of the accident, they find neither rumor nor report of the victim. When one by one, Tuns closest friends begin to die, he and Jane realize they must unravel this mystery before it ends their lives. (In Thai with English Subtitles)",839,97,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/df/series/97_Shutter_masthead.jpg",,"4.99 USD",Shutter
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_98_Sightseers_thumbnail.jpg Sightseers ",new,"A couple on a road trip begin murdering rude and boorish people who piss them off. For years, new lovebirds Chris and Tina watched jerks, snobs and other type-a personalities waltz through life getting whatever they want. But when Chris accidentally runs over a rude litterbug during the first day of their vacation, something snaps and they embark on a killing spree. Ben Wheatley's grisly black comedy combines the director's penchant for extraordinarily brutal violence (as seen in KILL LIST and DOWN TERRACE) with a wicked satire of British haves and have-nots.",839,98,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_98_Sightseers_thumbnail.jpg",,"4.99 USD",Sightseers
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_99_SleepTight_thumbnail.jpg Sleep Tight ",new,"A deranged doorman becomes obsessed with making a woman's life pure and utter hell. Cesar harbors a dark secret: his sole desire in life is to make others unhappy. When he sets his sights on cheery Clara, his sick need blossoms into a full-fledged obsession, and he becomes determined to ruin her life. But his thirst for inflicting sadness on others soon becomes manically unquenchable. Acclaimed director Jaume Balaguer퀌_ (the REC series) delivers an unnerving tale of obsession and torment that delivers nonstop thrills right up to its shocking conclusion.",839,99,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_99_SleepTight_thumbnail.jpg",,"4.99 USD","Sleep Tight"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_100_SleepawarCamp_Thumbnail.jpg Sleepaway Camp ",new,"A deranged killer stalks kids and counselors at summer camp in this '80s cult classic which spawned multiple sequels. Slightly traumatized and painfully shy Angela Baker is sent away to summer camp with her cousin. Not long after Angela's arrival, things start to go horribly wrong for anyone with bad intentions. Who's the secret killer? And what's behind their murderous motivation? SLEEPAWAY CAMP is an unusual fright film which starts out campy then gets nastier and nastier until the shocking (and problematic) ending. Essential viewing for '80s slasher fiends.",839,100,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_100_SleepawarCamp_Thumbnail.jpg",,"4.99 USD","Sleepaway Camp"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/df/series/101_Spider_Baby_masthead.jpg Spider Baby ",new,"In this twisted cult horror-comedy, deranged siblings torment unfortunate visitors. Elizabeth, Virginia and Ralph all suffer from Merrye's Syndrome, which causes them to regress to a state of ""pre-human savagery and cannibalism.""�� Normally, they're kept in line by their chauffeur (Wolf Man Lon Chaney, Jr.), but when he steps out, things turn terrifying. Though it only became a cult favorite long after its release, SPIDER BABY's gruesome depiction of a fearsome family anticipated THE TEXAS CHAINSAW MASSACRE, THE BROOD, BLOODY BIRTHDAY and other killer kid hits.",839,101,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/df/series/101_Spider_Baby_masthead.jpg",,"4.99 USD","Spider Baby"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/df/series/102_Stitches_masthead.jpg Stitches ",new,"An evil clown returns from the dead to terrorize the teens who caused his death in Irish horror director Conor McMahon's (FROM THE DARK) anything but funny fright film. Years after a prank on young Tommy's birthday left hired clown Stitches dead, Tommy's childhood friends gather to plan the birthday party to end all parties. But when the degenerate jester arrives to seek vengeance on the teens who caused his untimely end, Tommy and his friends are on the run. But Stitches has some scary new tricks up his sleeve. Who'll wind up getting the last laugh?",839,102,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/df/series/102_Stitches_masthead.jpg",,"4.99 USD",Stitches
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/df/series/104_SummerofBlood_masthead.jpg Summer of Blood ",new,"In this indie horror comedy, a schlubby loser meets a vampire via online dating. Writer/director Onur Tukel turns in a hilarious performance as the lazy, socially oblivious Erik, who's dumped by his girlfriend when he rejects her marriage proposal. Online dating leaves him lost, until a lanky vampire turns him into an undead ladykiller with a maniacal sex drive matched only by his frenzied need to feed on blood. A collision of absurd, self-deprecating wit and existential curiosity, SUMMER OF BLOOD is a hysterical horror-comedy with a clever bite all its own.",839,104,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/df/series/104_SummerofBlood_masthead.jpg",,"4.99 USD","Summer of Blood"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_106_TetsuoI_Thumbnail.jpg Tetsuo I ",new,"This surreal Japanese cult sensation profiles a man who mutates into metal being. Somewhere between a modern-day nightmare and a techno-fetishist's ultimate fantasy, this incredible film from Shinya Tsukamoto took viewers on a surreal journey into a dark and disturbing world where self-inflicted body transformations and post-human women form the fabric of a strange new reality. Likened to the work of David Lynch and David Cronenberg, TETSUO molds explosive violence, bizarre sexual imagery and jet-black humor into a cinematic experience unlike any you've seen. (In Japanese with English Subtitles)",839,106,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_106_TetsuoI_Thumbnail.jpg",,"4.99 USD","Tetsuo I"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_109_TheCorridor_Thumbnail.jpg The Corridor ",new,"Five friends on a male-bonding trip discover a supernatural passageway in the woods that leads them each into very deadly territory. They've been the best of buddies for more than a decade, but now they're changing' getting married, getting promoted, going bald, going insane. During a male-bonding weekend, the quintet discover a spectral corridor through the woods' an impossible hallway where none should be. It will lead these five men into fear, into betrayal, and into the biggest change of them all: by weekend's finish, they'll all be - well, you'll see.",839,109,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_109_TheCorridor_Thumbnail.jpg",,"4.99 USD","The Corridor"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_110_TheEvilEye_Thumbnail.jpg The Evil Eye ",new,"This influential early giallo follows a tourist who witnesses a vicious murder. But when no body is found, nobody believes poor Nora Davis. Nobody except love interest John Saxon (Heather Langenkamp's father in A NIGHTMARE ON ELM STREET) of course. But could he be the killer? Mario Bava's last film in black and white is nonetheless as chilling and creepy as his later efforts. Widely credited for helping spawn the genre that directors like Dario Argento and Sergio Martino would turn into high art, Bava's film is an important film in the director's oeuvre.",839,110,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_110_TheEvilEye_Thumbnail.jpg",,"4.99 USD","The Evil Eye"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/113_The_Horde_masthead.jpg The Horde ",new,"A zombie outbreak occurs while four cops are raiding a criminal hideout, forcing everyone to band together against the horde outside the building. But can they put aside their differences long enough to escape? Don��t bet on it. One of the best zombie films that followed in the wake of 28 DAYS LATER - and yes these zombies are of the fast-moving variety - THE HORDE��s got well-drawn characters, killer action sequences and a Romero-style commentary on the palpable animosity that still exists between the French and immigrants. Zombie lovers, don��t miss this.",839,113,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/113_The_Horde_masthead.jpg",,"4.99 USD","The Horde"
